French,Russian,ExampleFrench,ExampleRussian,Emoji,WordType
grandir,расти,Les enfants <b>grandissent</b> vite.,Дети <b>растут</b> быстро.,📈,v
un acte,акт; поступок,C'est un <b>acte</b> courageux.,Это смелый <b>поступок</b>.,⭐,m
un taxi,такси,J'ai pris un <b>taxi</b> pour aller à l'aéroport.,Я взял <b>такси</b> до аэропорта.,🚕,m
déposer,откладывать; высаживать,Je vais te <b>déposer</b> chez toi.,Я тебя <b>подброшу</b> до дома.,🚗,v
songer,размышлять,J'y <b>songe</b> souvent.,Я часто об этом <b>думаю</b>.,💭,v
débarrasser,избавлять,<b>Débarrasse</b> la table.,<b>Убери</b> со стола.,🧹,v
"personnel, personnelle",личный,C'est une question <b>personnelle</b>.,Это <b>личный</b> вопрос.,👤,adj
jaune,жёлтый,Le taxi est <b>jaune</b>.,Такси <b>жёлтое</b>.,🟡,adj
une taille,размер; талия,Quelle est ta <b>taille</b> ?,Какой у тебя <b>размер</b>?,📏,f
un poids,вес,Quel est ton <b>poids</b> ?,Какой у тебя <b>вес</b>?,⚖️,m
un souffle,дыхание; дуновение,Il a le <b>souffle</b> court.,У него <b>одышка</b>.,💨,m
attacher,прикреплять; привязывать,<b>Attache</b> ta ceinture.,<b>Пристегни</b> ремень.,🔗,v
ramasser,собирать; подбирать,<b>Ramasse</b> tes affaires.,<b>Собери</b> свои вещи.,📦,v
piquer,колоть; жалить,Une abeille m'a <b>piqué</b>.,Меня <b>ужалила</b> пчела.,🐝,v
une toilette,туалет,Où sont les <b>toilettes</b> ?,Где <b>туалет</b>?,🚻,f
un camion,грузовик,Le <b>camion</b> livre des marchandises.,<b>Грузовик</b> доставляет товары.,🚚,m
une neige,снег,La <b>neige</b> tombe doucement.,<b>Снег</b> тихо падает.,❄️,f
remplacer,заменять,On va <b>remplacer</b> cette pièce.,Мы <b>заменим</b> эту деталь.,🔄,v
un couteau,нож,Passe-moi le <b>couteau</b>.,Передай мне <b>нож</b>.,🔪,m
enfoncer,вдавливать; втыкать,<b>Enfonce</b> le clou dans le mur.,<b>Вбей</b> гвоздь в стену.,🔨,v
un château,замок,Le <b>Château</b> Frontenac est magnifique.,<b>Замок</b> Фронтенак великолепен.,🏰,m
interroger,допрашивать; спрашивать,La police l'a <b>interrogé</b>.,Полиция его <b>допросила</b>.,❓,v
ranger,убирать; упорядочивать,<b>Range</b> ta chambre.,<b>Убери</b> свою комнату.,🧹,v
une folie,безумие,C'est de la <b>folie</b> !,Это <b>безумие</b>!,😵,f
immense,огромный,C'est une maison <b>immense</b>.,Это <b>огромный</b> дом.,🏰,adj
un son,звук,J'ai entendu un <b>son</b> bizarre.,Я услышал странный <b>звук</b>.,🔊,m
"entendu, entendue",услышанный; понятый,"Bien <b>entendu</b>, je viendrai.","<b>Конечно</b>, я приду.",👂,adj
une horreur,ужас,Quelle <b>horreur</b> !,Какой <b>ужас</b>!,😱,f
un nombre,число,Le <b>nombre</b> de candidats est élevé.,<b>Число</b> кандидатов велико.,🔢,m
parier,спорить; ставить,Je <b>parie</b> que tu as tort.,"<b>Спорим</b>, ты неправ.",🎰,v
un couple,пара,C'est un beau <b>couple</b>.,Это красивая <b>пара</b>.,💑,m
hurler,выть; орать,Le loup <b>hurle</b> à la lune.,Волк <b>воет</b> на луну.,🐺,v
"fin, fine","тонкий, -ая",C'est une <b>fine</b> observation.,Это <b>тонкое</b> наблюдение.,✨,adj
"con, conne",тупой (груб.),Ne sois pas <b>con</b> !,Не будь <b>тупым</b>!,🙄,adj
une passion,страсть,Le hockey est ma <b>passion</b>.,Хоккей — моя <b>страсть</b>.,❤️,f
unique,уникальный; единственный,C'est une occasion <b>unique</b>.,Это <b>уникальная</b> возможность.,⭐,adj
une mine,шахта; вид (лица),Tu as bonne <b>mine</b> aujourd'hui.,У тебя хороший <b>вид</b> сегодня.,😊,f
ridicule,смешной; нелепый,C'est <b>ridicule</b> !,Это <b>нелепо</b>!,🤣,adj
un vaisseau,корабль; судно,Le <b>vaisseau</b> spatial a décollé.,<b>Космический корабль</b> стартовал.,🚀,m
un anniversaire,день рождения; годовщина,Joyeux <b>anniversaire</b> !,С <b>днём рождения</b>!,🎂,m
rare,редкий,C'est un oiseau <b>rare</b>.,Это <b>редкая</b> птица.,💎,adj
une patte,лапа,Le chat a quatre <b>pattes</b>.,У кошки четыре <b>лапы</b>.,🐾,f
une demande,просьба; заявка,J'ai fait une <b>demande</b> de visa.,Я подал <b>заявку</b> на визу.,📝,f
ravir,восхищать,Ta performance m'a <b>ravi</b>.,Твоё выступление меня <b>восхитило</b>.,😊,v
étudier,учиться; изучать,J'<b>étudie</b> le français chaque jour.,Я <b>изучаю</b> французский каждый день.,📚,v
un déjeuner,обед (Квебек: завтрак),On se voit pour le <b>déjeuner</b> ?,Увидимся на <b>обеде</b>?,🍽️,m
"chéri, chérie","дорогой, -ая; любимый, -ая","<b>Chérie</b>, je suis rentré !","<b>Дорогая</b>, я дома!",❤️,adj
une solution,решение,J'ai trouvé une <b>solution</b>.,Я нашёл <b>решение</b>.,💡,f
déclarer,заявлять; декларировать,Je n'ai rien à <b>déclarer</b>.,Мне нечего <b>декларировать</b>.,📋,v
un directeur,директор,Le <b>directeur</b> veut te voir.,<b>Директор</b> хочет тебя видеть.,👨‍💼,m
large,широкий,C'est une rue <b>large</b>.,Это <b>широкая</b> улица.,↔️,adj
un souci,беспокойство; забота,Pas de <b>souci</b> !,Без проблем!,😌,m
"naturel, naturelle",естественный,C'est <b>naturel</b>.,Это <b>естественно</b>.,🌿,adj
une rencontre,встреча,C'était une belle <b>rencontre</b>.,Это была прекрасная <b>встреча</b>.,🤝,f
saluer,приветствовать,Je <b>salue</b> mes collègues chaque matin.,Я <b>приветствую</b> коллег каждое утро.,👋,v
"compris, comprise",понятый; включённый,Tout <b>compris</b> ?,Всё <b>понятно</b>?,✅,adj
s'enfuir,убегать,Le voleur s'est <b>enfui</b>.,Вор <b>убежал</b>.,🏃,v
stupide,глупый,C'est une question <b>stupide</b>.,Это <b>глупый</b> вопрос.,🙄,adj
un poil,волосок; шерсть,Le chat perd ses <b>poils</b>.,Кошка теряет <b>шерсть</b>.,🐱,m
une existence,существование,C'est une <b>existence</b> tranquille.,Это <b>спокойное</b> существование.,🌍,f
incroyable,невероятный,C'est une histoire <b>incroyable</b> !,Это <b>невероятная</b> история!,😮,adj
admettre,признавать; допускать,J'<b>admets</b> mon erreur.,Я <b>признаю</b> свою ошибку.,✅,v
murmurer,шептать; бормотать,Il m'a <b>murmuré</b> un secret.,Он <b>прошептал</b> мне секрет.,🤫,v
un sable,песок,Les enfants jouent dans le <b>sable</b>.,Дети играют в <b>песке</b>.,🏖️,m
un personnage,персонаж,C'est un <b>personnage</b> intéressant.,Это интересный <b>персонаж</b>.,🎭,m
peindre,красить; рисовать,J'aime <b>peindre</b> des paysages.,Я люблю <b>рисовать</b> пейзажи.,🎨,v
plonger,нырять,Je <b>plonge</b> dans la piscine.,Я <b>ныряю</b> в бассейн.,🏊,v
une toile,полотно; паутина,L'araignée tisse sa <b>toile</b>.,Паук плетёт <b>паутину</b>.,🕸️,f
planter,сажать; втыкать,Je <b>plante</b> des fleurs au jardin.,Я <b>сажаю</b> цветы в саду.,🌱,v
une base,основа; база,C'est la <b>base</b> du problème.,Это <b>основа</b> проблемы.,🏗️,f
un titre,заголовок; звание,Quel est le <b>titre</b> du livre ?,Какое <b>название</b> книги?,📖,m
une gorge,горло,J'ai mal à la <b>gorge</b>.,У меня болит <b>горло</b>.,🤒,f
une figure,лицо; фигура,Il a une drôle de <b>figure</b>.,У него смешное <b>лицо</b>.,😊,f
un costume,костюм,Il porte un beau <b>costume</b>.,На нём красивый <b>костюм</b>.,🤵,m
sympa,симпатичный (разг.),Elle est très <b>sympa</b>.,Она очень <b>симпатичная</b>.,😊,adj
un baiser,поцелуй,Il lui a donné un <b>baiser</b>.,Он дал ей <b>поцелуй</b>.,💋,m
une amitié,дружба,Notre <b>amitié</b> est forte.,Наша <b>дружба</b> крепкая.,🤝,f
"un commandant, une commandante",командир,Le <b>commandant</b> dirige l'opération.,<b>Командир</b> руководит операцией.,🎖️,m/f
"public, publique",публичный; общественный,C'est un espace <b>public</b>.,Это <b>общественное</b> место.,🏛️,adj
"intéressant, intéressante",интересный,C'est un livre très <b>intéressant</b>.,Это очень <b>интересная</b> книга.,📚,adj
une somme,сумма,C'est une grosse <b>somme</b> d'argent.,Это большая <b>сумма</b> денег.,💰,f
une connaissance,знакомый; знание,C'est une vieille <b>connaissance</b>.,Это старый <b>знакомый</b>.,👋,f
convenir,подходить; соглашаться,Ça me <b>convient</b>.,Мне это <b>подходит</b>.,✅,v
une lampe,лампа,Allume la <b>lampe</b>.,Включи <b>лампу</b>.,💡,f
confier,доверять,Je te <b>confie</b> un secret.,Я <b>доверяю</b> тебе секрет.,🤫,v
respecter,уважать,Il faut <b>respecter</b> les règles.,Нужно <b>соблюдать</b> правила.,✅,v
rose,розовый,Elle porte une robe <b>rose</b>.,На ней <b>розовое</b> платье.,🌸,adj
une liste,список,J'ai fait une <b>liste</b> de courses.,Я составил <b>список</b> покупок.,📋,f
une blague,шутка,C'est une <b>blague</b> !,Это <b>шутка</b>!,😂,f
"parfait, parfaite",совершенный; идеальный,C'est <b>parfait</b> !,<b>Идеально</b>!,👌,adj
renvoyer,отправлять обратно; увольнять,On l'a <b>renvoyé</b> du travail.,Его <b>уволили</b> с работы.,🚪,v
une chasse,охота,La <b>chasse</b> est interdite ici.,<b>Охота</b> здесь запрещена.,🦌,f
convaincre,убеждать,J'essaie de le <b>convaincre</b>.,Я пытаюсь его <b>убедить</b>.,💬,v
une information,информация,J'ai une <b>information</b> importante.,У меня важная <b>информация</b>.,📢,f
un fauteuil,кресло,Assieds-toi dans le <b>fauteuil</b>.,Садись в <b>кресло</b>.,🪑,m
un sexe,пол; секс,Quel est le <b>sexe</b> du bébé ?,Какой <b>пол</b> у ребёнка?,👶,m
nommer,называть; назначать,On l'a <b>nommé</b> directeur.,Его <b>назначили</b> директором.,📋,v
"sacré, sacrée",священный; чёртов (разг.),C'est un <b>sacré</b> menteur !,Это тот ещё <b>врун</b>!,😤,adj
un théâtre,театр,On va au <b>théâtre</b> ce soir.,Вечером идём в <b>театр</b>.,🎭,m
insister,настаивать,J'<b>insiste</b> pour que tu viennes.,"Я <b>настаиваю</b>, чтобы ты пришёл.",💪,v
